242595.0,10278.0,591,44,F,0,1,0,0
444420.0,22819.5,107,30,F,1,1,0,0
601470.0,32629.5,683,49,M,1,1,0,0
1467612.0,56029.5,688,62,F,0,1,0,0
755190.0,34992.0,233,46,F,0,1,0,0
755190.0,32125.5,132,56,F,0,1,0,0
251091.0,24457.5,731,48,F,0,1,0,0
127350.0,13500.0,178,74,F,0,1,0,0
188685.0,7992.0,11,47,F,0,1,0,0
1174090.5,46561.5,468,31,F,0,0,0,0
1374480.0,45553.5,658,66,F,0,1,1,0
497520.0,31923.0,673,38,F,0,1,0,0
276277.5,21825.0,74,50,M,1,0,1,0
90000.0,7110.0,746,53,F,0,0,0,0
180000.0,9000.0,452,68,F,0,1,0,0
292500.0,15084.0,93,43,M,1,1,0,1
90000.0,5152.5,585,37,F,0,0,0,0
1078200.0,31653.0,225,25,F,0,0,0,1
450000.0,30573.0,118,72,F,0,0,0,0
284400.0,22599.0,127,52,M,1,1,0,1
413235.0,26536.5,171,66,M,1,0,0,0
755190.0,33394.5,464,62,F,1,0,0,0
1288350.0,37795.5,242,37,F,0,0,0,0
252531.0,26005.5,205,56,M,1,1,0,0
752967.0,81225.0,527,40,F,1,1,0,0
450000.0,24412.5,241,52,F,0,1,0,1
1113840.0,57001.5,688,71,F,0,1,0,0
163008.0,17685.0,173,48,F,1,1,1,0
540000.0,21546.0,759,42,F,0,1,1,0
296280.0,21690.0,742,50,M,0,0,0,0
660289.5,52938.0,289,37,F,0,1,0,0
157500.0,7875.0,536,67,F,0,1,0,0
135000.0,16150.5,244,42,M,0,1,0,1
1933285.5,79915.5,581,44,M,1,0,0,0
312682.5,37237.5,458,31,M,1,1,0,0
497520.0,33376.5,438,60,F,0,1,0,0
1204749.0,64318.5,555,59,F,0,1,1,0
352044.0,13401.0,734,64,F,0,0,1,0
370107.0,24781.5,251,32,F,1,0,0,0
1067418.0,31338.0,589,56,F,1,1,0,0
557770.5,35775.0,797,38,M,1,1,0,0
447453.0,21654.0,417,74,M,0,1,0,0
180000.0,9000.0,434,71,F,1,1,3,0
225000.0,13045.5,778,51,M,1,0,1,0
81000.0,9288.0,450,63,M,0,1,0,0
450000.0,27324.0,662,39,M,0,1,2,0
174411.0,12820.5,119,69,M,1,1,1,0
942300.0,30528.0,416,35,M,0,0,1,0
792162.0,43101.0,721,57,F,0,1,0,0
225000.0,25447.5,211,47,M,0,0,4,0
571446.0,18432.0,235,54,F,0,1,1,1
348264.0,34929.0,128,39,F,0,0,0,0
270000.0,13500.0,241,45,M,1,1,3,0
640080.0,31261.5,331,46,F,0,1,0,0
467257.5,21910.5,502,69,M,1,1,1,0
254700.0,25321.5,759,31,F,0,1,0,0
1660428.0,48681.0,249,65,F,1,1,0,0
1190340.0,63549.0,523,58,M,1,0,2,0
612612.0,29470.5,700,54,F,0,1,0,0
675000.0,28507.5,474,30,F,0,1,0,0
808650.0,23773.5,127,48,F,0,0,0,0
604152.0,25596.0,249,59,M,0,0,0,0
787131.0,26014.5,460,56,F,1,0,0,0
519282.0,61758.0,379,48,M,0,1,0,0
942300.0,30528.0,5,68,M,0,0,0,0
526491.0,22131.0,164,38,F,0,0,0,0
199080.0,7632.0,422,61,F,0,0,0,0
157050.0,8649.0,449,50,F,0,1,2,0
1516500.0,36274.5,644,31,F,0,1,0,0
1169820.0,34335.0,392,69,F,0,1,1,0
307152.0,18918.0,245,74,F,0,0,0,0
444420.0,24237.0,78,55,F,0,1,1,0
136287.0,10044.0,791,49,F,0,0,0,0
1133748.0,33277.5,784,57,M,0,1,0,0
450000.0,29430.0,195,54,M,1,1,1,0
640080.0,31261.5,698,42,M,0,0,0,0
184500.0,12141.0,195,40,M,0,1,0,1
61128.0,6084.0,687,32,F,0,1,0,0
509922.0,28471.5,444,70,F,0,1,0,0
894766.5,29700.0,426,55,F,1,1,2,0
135000.0,10822.5,526,57,F,0,1,2,0
143910.0,15268.5,754,45,F,0,0,1,0
135000.0,14305.5,437,39,M,1,0,0,0
673875.0,21865.5,52,48,M,0,1,0,0
450000.0,29299.5,703,30,F,0,1,1,0
247500.0,13554.0,632,35,M,1,1,0,0
127350.0,12726.0,118,41,M,1,0,0,1
450000.0,30766.5,386,40,F,0,1,0,0
797557.5,26487.0,120,66,F,0,1,0,0
647046.0,21001.5,377,60,F,1,1,0,0
276277.5,19228.5,779,73,F,0,1,0,0
521280.0,31630.5,115,57,F,0,1,0,0
1129500.0,58612.5,201,45,F,1,1,0,0
943425.0,27585.0,214,62,F,0,0,1,0
1125000.0,47664.0,711,66,M,1,1,2,0
1042560.0,55674.0,671,70,F,1,1,0,0
254700.0,15709.5,793,57,M,0,1,0,0
592560.0,28638.0,289,33,M,1,0,1,1
545040.0,25537.5,251,58,F,0,0,0,0
900000.0,45000.0,757,45,F,1,1,1,0
1448104.5,39951.0,214,44,F,0,1,0,0
303489.0,19759.5,170,27,F,0,1,2,1
814041.0,26388.0,238,63,M,0,1,0,0
898434.0,52659.0,168,52,M,1,1,0,0
296280.0,14251.5,638,49,F,1,0,0,0
1288350.0,41562.0,685,57,M,1,0,0,0
450000.0,30573.0,349,52,M,0,0,2,0
270000.0,13500.0,206,49,M,1,0,2,0
526491.0,19039.5,161,43,F,0,1,0,0
312147.0,25155.0,44,55,F,0,1,2,0
47970.0,5166.0,78,66,F,1,1,0,0
180000.0,14220.0,149,31,F,0,0,0,0
1056447.0,34209.0,412,56,M,1,0,1,0
900000.0,26446.5,474,65,F,0,1,0,0
855882.0,34987.5,482,39,M,0,0,1,0
135000.0,6750.0,660,43,F,0,1,0,0
808650.0,29839.5,625,67,F,1,1,0,0
781920.0,61906.5,75,35,M,1,1,1,1
675000.0,62464.5,739,35,F,0,1,3,0
640080.0,20929.5,145,68,F,0,0,0,0
1687266.0,64395.0,41,68,M,1,1,0,0
515529.0,27121.5,114,46,F,1,1,2,1
166500.0,19890.0,786,71,F,1,1,0,0
101880.0,10053.0,692,61,F,0,1,0,0
225000.0,22252.5,529,53,F,0,1,0,0
900000.0,35694.0,405,44,F,0,1,1,0
521280.0,28408.5,366,73,F,0,1,0,0
1129500.0,29794.5,524,74,F,1,1,0,0
547344.0,18216.0,142,49,F,0,1,0,0
225000.0,12694.5,397,42,F,0,1,1,0
675000.0,32472.0,694,42,F,0,1,1,0
327024.0,18904.5,425,41,F,0,1,0,0
339241.5,16627.5,526,41,M,0,1,0,0
604152.0,24088.5,557,64,F,0,0,0,0
225000.0,17905.5,227,44,F,1,1,1,1
1546020.0,45333.0,650,63,F,1,1,0,0
1350000.0,67500.0,70,71,F,1,1,0,0
378000.0,24741.0,223,57,M,1,1,0,0
1350000.0,67500.0,72,36,M,0,0,0,0
521280.0,40932.0,247,42,M,0,0,2,0
395766.0,20335.5,465,50,F,0,1,0,0
1460691.0,59620.5,403,68,M,0,1,0,0
595903.5,28795.5,189,31,M,0,1,0,0
1188000.0,63423.0,648,57,F,1,0,0,0
1125000.0,36423.0,358,72,F,1,0,0,0
900000.0,29164.5,509,55,F,1,1,0,0
640080.0,31261.5,330,35,M,1,0,0,0
284400.0,13833.0,42,55,F,0,1,0,1
324216.0,21793.5,786,58,M,0,1,0,0
298512.0,29655.0,700,33,F,0,1,1,0
629325.0,24754.5,86,72,F,1,0,1,0
573628.5,24435.0,715,45,F,0,1,0,0
900000.0,35158.5,400,37,M,0,1,0,0
175896.0,10759.5,255,27,F,1,1,0,1
893254.5,41521.5,547,72,F,1,1,1,0
722430.0,23436.0,448,75,F,1,1,3,0
272578.5,21663.0,413,53,F,1,1,0,0
208512.0,16263.0,368,69,F,1,1,2,0
523237.5,25578.0,194,74,M,0,1,0,0
1078200.0,34911.0,793,48,F,0,1,0,0
672187.5,53892.0,155,32,M,0,0,0,1
354276.0,23193.0,287,35,M,0,1,0,0
760225.5,30150.0,176,45,M,1,0,2,1
1515415.5,56290.5,693,37,F,0,0,0,0
284400.0,19134.0,465,69,F,0,1,0,0
545040.0,36553.5,737,47,M,1,1,0,0
1435500.0,39604.5,512,50,F,0,1,0,0
203760.0,22072.5,798,75,F,0,0,1,0
342000.0,40716.0,86,66,M,1,1,0,0
343800.0,16852.5,42,53,F,1,0,1,0
454500.0,21865.5,582,65,F,0,1,0,0
808650.0,26217.0,393,51,M,0,0,0,0
239850.0,22194.0,263,48,F,0,0,0,0
450000.0,11871.0,295,47,M,1,0,1,0
225000.0,20952.0,156,48,M,1,0,2,0
436032.0,34447.5,1,36,F,0,0,0,0
1042560.0,37575.0,794,51,F,1,1,1,0
675000.0,30631.5,679,34,F,1,1,0,0
313438.5,18121.5,777,55,F,0,1,1,0
641173.5,35932.5,149,33,M,0,1,0,0
900000.0,26316.0,705,39,F,1,0,1,0
808650.0,26217.0,66,34,F,1,1,0,0
1006920.0,42660.0,215,42,F,1,1,0,0
675000.0,21775.5,767,57,F,0,1,0,0
337500.0,16875.0,361,61,F,0,0,1,0
318528.0,20484.0,129,43,F,0,1,1,0
305955.0,26388.0,647,31,F,0,1,2,0
62361.0,6295.5,387,72,F,0,1,0,0
640080.0,19534.5,177,47,M,1,0,1,0
268659.0,13774.5,15,34,M,0,0,0,0
526491.0,27918.0,7,33,F,0,1,0,0
323460.0,26064.0,67,40,F,0,1,1,1
1506816.0,45684.0,330,74,F,0,1,0,0
337500.0,16875.0,120,62,F,1,1,0,0
417024.0,17797.5,196,68,F,0,1,0,0
755190.0,32125.5,371,74,F,0,0,0,0
454500.0,19386.0,30,60,F,0,0,0,0
810000.0,23341.5,15,70,M,0,0,0,0
183294.0,9724.5,199,39,F,0,1,0,0
545040.0,36423.0,570,48,M,1,1,0,0
900000.0,34281.0,531,62,M,1,0,0,0
1288350.0,37669.5,42,58,F,1,1,0,0
675000.0,46980.0,194,75,M,0,0,0,0
254700.0,27558.0,629,67,M,1,1,1,0
568800.0,17307.0,337,64,F,1,1,1,0
808650.0,24601.5,414,70,F,0,1,0,0
1764000.0,48510.0,564,58,M,1,0,0,0
1078200.0,31522.5,634,58,F,0,0,1,0
938304.0,49990.5,401,68,F,0,0,0,0
640080.0,31261.5,590,72,M,0,0,0,0
728460.0,40675.5,647,68,F,1,0,0,0
180000.0,9000.0,1,65,F,0,1,1,0
225000.0,16371.0,575,51,M,1,1,0,0
654048.0,23620.5,484,31,F,0,1,0,0
292500.0,23238.0,57,61,F,0,1,2,0
1467612.0,56029.5,584,43,F,0,0,1,0
269550.0,18234.0,71,37,F,0,0,0,1
251091.0,24588.0,230,72,F,0,1,0,0
202500.0,10125.0,464,31,F,1,0,1,0
1354500.0,37246.5,743,61,M,0,1,0,0
943425.0,27715.5,38,56,F,0,1,1,0
521280.0,31630.5,225,52,M,0,0,0,0
490500.0,45387.0,282,72,F,0,1,0,0
450000.0,16294.5,629,37,M,0,1,0,0
180000.0,9000.0,338,54,F,0,1,2,0
787131.0,26145.0,384,61,F,0,1,0,0
450000.0,22500.0,496,60,M,1,0,0,0
840951.0,33480.0,299,62,F,0,0,0,0
755190.0,38686.5,693,71,F,0,1,0,0
314055.0,19215.0,197,40,F,0,1,0,1
2164878.0,57240.0,773,44,M,1,0,0,0
544491.0,21226.5,252,66,M,1,1,0,0
239850.0,23494.5,19,72,F,0,1,0,0
675000.0,21906.0,31,48,F,1,1,1,0
1154565.0,38286.0,539,58,M,0,1,0,0
270000.0,13500.0,376,35,F,1,0,2,0
846000.0,24867.0,484,61,M,1,1,1,0
145557.0,11011.5,708,73,F,0,1,0,0
463284.0,22662.0,297,35,M,1,1,1,0
540000.0,26109.0,753,45,M,0,1,0,0
1146820.5,79947.0,604,72,F,1,0,2,0
601470.0,29065.5,703,46,F,0,0,1,0
540000.0,23787.0,347,67,M,1,1,0,0
270000.0,13500.0,453,31,F,1,1,2,0
1983631.5,54679.5,501,31,F,0,1,0,0
691020.0,22419.0,242,60,F,0,0,1,0
2156400.0,57015.0,530,30,F,0,1,0,0
675000.0,28728.0,439,67,F,0,1,0,0
225000.0,13045.5,325,71,F,0,1,1,0
417024.0,22752.0,266,50,F,0,1,0,0
445500.0,22743.0,471,61,F,0,1,0,0
607500.0,17892.0,753,55,F,0,1,2,0
207396.0,16384.5,221,48,M,0,0,0,1
728460.0,38938.5,699,47,F,0,0,0,0
292500.0,19674.0,248,42,M,0,0,0,1
1024740.0,52452.0,380,59,M,0,1,1,0
1024290.0,28296.0,302,55,M,1,0,0,0
505332.0,34038.0,99,58,F,0,1,0,0
202500.0,10125.0,284,49,F,0,1,1,0
1560726.0,41170.5,709,74,M,1,0,0,0
770292.0,30676.5,580,58,M,1,1,0,0
1006920.0,42660.0,51,31,M,0,1,0,0
247500.0,9301.5,86,50,M,1,0,1,0
547344.0,24106.5,230,39,M,1,0,3,1
450000.0,12505.5,280,31,F,0,1,0,0
254700.0,30226.5,111,51,M,0,0,0,0
1800000.0,173574.0,753,38,F,0,1,0,0
585000.0,29250.0,536,75,M,0,1,0,0
900000.0,26446.5,216,50,M,0,1,1,1
202500.0,10125.0,429,65,M,1,1,1,0
1125000.0,39987.0,727,68,F,1,1,0,0
1350000.0,57330.0,291,47,M,1,1,2,0
971280.0,92353.5,26,72,M,0,1,0,0
382500.0,19125.0,624,31,F,0,1,0,0
